Transaction_Date,Transaction_Time,Core_Reference_Number,Partner_Reference_Number,Channel_Reference_Number,Transaction_Type,Transaction_Type_Description,Transaction_result,Account_Name,Account_Number,Currency,Debit_Credit,Commission,Transaction_Amount,Counterparty_Account_Name,Counterparty_Account_Number,Debit_Account_Number,Credit_Account_Number,Counterparty_Currency,Transaction_purpose,Essential_Service_Sub_Category,Bill_Reference_Number,Transaction_ID,Partner_response,REMARKS,Fail_Reason
21/01/2022,14:25:16,ENS2022010700000663,2022021142505622,6593142202150512,IBRC,BT Recharge,S-Success,liu,100100036750,BTN,Debit,,100.00,,97577999029,100100036750,200100000001,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220121142515885015177,F-Fail,test,
21/01/2022,14:25:16,ENS2022010700000661,2022021142505621,6593132202150512,IBRC,BT Recharge,Auto Reversal Success,sddss,100100022750,BTN,Credit,,70.00,,17694414,200100000001,100100022750,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220121142516671013267,,test,
21/01/2022,14:25:17,ENS2022010700000663,2022021142505622,6593142202150512,IBRC,BT Recharge,Auto Reversal Success,liu,100100036750,BTN,Credit,,100.00,,97577999029,200100000001,100100036750,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220121142516995017869,,test,
21/01/2022,14:28:01,ENS2022010700000671,2022021142805623,5193152202150678,IBRC,BT Recharge,S-Success,sddss,100100022750,BTN,Debit,,37.00,,17749232,100100022750,200100000001,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220121142801157019428,F-Fail,test,
21/01/2022,14:28:03,ENS2022010700000671,2022021142805623,5193152202150678,IBRC,BT Recharge,Auto Reversal Success,sddss,100100022750,BTN,Credit,,37.00,,17749232,200100000001,100100022750,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220121142802836014977,,test,
21/01/2022,14:33:34,ENS2022010700000676,2022021143305624,2393162202151010,IBRC,BT Recharge,S-Success,sddss,100100022750,BTN,Debit,,92.00,,97517749232,100100022750,200100000001,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220121143333455015869,F-Fail,test,
21/01/2022,14:33:35,ENS2022010700000676,2022021143305624,2393162202151010,IBRC,BT Recharge,Auto Reversal Success,sddss,100100022750,BTN,Credit,,92.00,,97517749232,200100000001,100100022750,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220121143335506019267,,test,
21/01/2022,16:01:10,ENS2022010700000681,2022021160105625,2022021160105625,IBRC,BT Recharge,S-Success,sddss,100100022750,BTN,Debit,,59.00,,97517749232,100100022750,200100000001,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220121160109705011954,S-Success,test,
21/01/2022,17:16:57,ENS2022010800000435,20220211716001027,,ITRC,TC Recharge,S-Success,rorocky2,100100036198,BTN,Debit,,13.00,,77999152,100100036198,200100000002,BTN,d,ff,c,PT220121171656803012044,F-Fail,test,
21/01/2022,17:16:57,ENS2022010800000435,20220211716001027,,ITRC-C,TC Recharge- Commission,S-Success,rorocky2,100100036198,BTN,,0.52,13.00,,77999152,200100000002,901200022622,BTN,d,ff,c,PT220121171657713016116,F-Fail,test,
21/01/2022,17:17:01,,20220211716001027,,ITRC,TC Recharge,Auto Reversal failed,rorocky2,100100036198,BTN,Credit,,13.00,,77999152,200100000002,100100036198,BTN,d,ff,c,PT220121171700918019846,,test,CRES 
21/01/2022,17:17:01,,20220211716001027,,ITRC-C,TC Recharge- Commission,Auto Reversal failed,rorocky2,100100036198,BTN,,0.52,13.00,,77999152,901200022622,200100000002,BTN,,,,PT220121171701224012946,,,CRES 
21/01/2022,17:21:30,ENS2022010800000443,2022021172105626,,IBRC,BT Recharge,S-Success,sddss,100100036198,BTN,Debit,,26.00,,97517749232,100100036198,200100000001,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220121172129872015406,T-Timeout,test,
22/01/2022,08:00:02,ENS2022010800000452,AP211125101545462015657002,,IT,Internal Transfer,S-Success,100100021378,100100020911,BTN,Debit,,"1,000.00",Super Mart57,200200029485,100100020911,200200029485,BTN,Super Mart57,Retail,,PT220122080001903013496,,,
22/01/2022,08:00:02,ENS2022010800000449,AP211231132255792017901004,,IT,Internal Transfer,S-Success,yuyu,100100029977,BTN,Debit,,200.00,yiyi,200200036530,100100029977,200200036530,BTN,scheduled payment,A,B,PT220122080001907019382,,C,
22/01/2022,08:00:02,ENS2022010800000450,AP211214092714476019431001,,IT,Internal Transfer,S-Success,100100021378,200200020695,BTN,Debit,,100.00,Degio83,100100023015,200200020695,100100023015,BTN,Degio83,Family & Friends,,PT220122080001983017962,,,
22/01/2022,08:00:02,,AP211214135624788013566009,,IT,Internal Transfer,F-Fail,rorocky2,100100022750,BTN,Debit,,19.99,rorocky2,100100022768,100100022750,100100022768,BTN,YYYY,SSSS,GGGG,PT220122080001978013651,,wwww,RB6002 Account[***]Has been restricted(Block All Financial Transaction)!
22/01/2022,08:00:02,,AP220119092256229015421003,,IT,,F-Fail,liu,100100036634,BTN,Debit,,500.00,rorocky2,100100028651,100100036634,100100028651,BTN,,,,PT220122080001998012887,,input,MB3006 Insufficient balance available!
22/01/2022,08:00:02,ENS2022010800000454,202208019001,,IIPC,,S-Success,Lhakpa Tshering Tamang202,100100029800,BTN,Debit,,666.00,,656565656565,100100029800,900500018317,BTN,,,,PT220122080002027019518,F-Fail,Bhutan Development Bank Limited,
22/01/2022,08:00:03,,AP211214141452305016243009,,IT,Internal Transfer,F-Fail,rorocky2,100100022750,BTN,Debit,,19.99,rorocky2,100100022768,100100022750,100100022768,BTN,YYYY,SSSS,GGGG,PT220122080003320013755,,wwww,RB6002 Account[***]Has been restricted(Block All Financial Transaction)!
22/01/2022,08:00:04,,AP211214142029936017935009,,IT,Internal Transfer,F-Fail,rorocky2,100100022750,BTN,Debit,,19.99,rorocky2,100100022768,100100022750,100100022768,BTN,YYYY,SSSS,GGGG,PT220122080004198012145,,wwww,RB6002 Account[***]Has been restricted(Block All Financial Transaction)!
22/01/2022,08:00:05,,AP211227125426594013754006,,IT,Internal Transfer,F-Fail,rorocky2,100100022750,BTN,Debit,,39.99,rorocky2,100100022768,100100022750,100100022768,BTN,YYYY,SSSS,GGGG,PT220122080004883015614,,wwww,RB6002 Account[***]Has been restricted(Block All Financial Transaction)!
31/01/2022,09:37:05,ENS2022010800001065,2022031093700004001,200002968242,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"14,650.00",,130016775,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,130016775,PT220131093704810019416,S-Success,,
31/01/2022,09:37:10,ENS2022010800001078,20220131093706116RDZUR,,IT,Internal Transfer,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,10.00,Dhondu Pem1,100100032075,100100030004,100100032075,BTN,Dhondu Pem1,Family & Friends,,PT220131093709940011953,,,
31/01/2022,09:39:23,ENS2022010800001116,2022031093900004002,200002968243,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"9,402.00",,40001726,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,40001726,PT220131093922677016780,S-Success,,
31/01/2022,09:44:05,ENS2022010800001141,20220310944001028,,ITRC,TC Recharge,S-Success,1000002770,100100029602,BTN,Debit,,19.00,,77115545,100100029602,200100000002,BTN,TashiCell,Recharge Mobile,77115545,PT220131094404662019092,F-Fail,,
31/01/2022,09:44:05,ENS2022010800001141,20220310944001028,,ITRC-C,TC Recharge- Commission,S-Success,1000002770,100100029602,BTN,,0.76,19.00,,77115545,200100000002,901200022622,BTN,TashiCell,Recharge Mobile,77115545,PT220131094405460012810,F-Fail,,
31/01/2022,09:44:07,,20220310944001028,,ITRC,TC Recharge,Auto Reversal failed,1000002770,100100029602,BTN,Credit,,19.00,,77115545,200100000002,100100029602,BTN,TashiCell,Recharge Mobile,77115545,PT220131094407107018701,,,CRES 
31/01/2022,09:44:07,,20220310944001028,,ITRC-C,TC Recharge- Commission,Auto Reversal failed,1000002770,100100029602,BTN,,0.76,19.00,,77115545,901200022622,200100000002,BTN,,,,PT220131094407437013581,,,CRES 
31/01/2022,09:44:30,ENS2022010800001156,2022031094400004003,200002968244,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"9,291.00",,30091705,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30091705,PT220131094429649013068,S-Success,,
31/01/2022,09:45:01,ENS2022010800001177,20220310945001029,,ITRC,TC Recharge,S-Success,1000002770,100100029602,BTN,Debit,,456.00,,77362586,100100029602,200100000002,BTN,TashiCell,Recharge Mobile,77362586,PT220131094501461016874,F-Fail,,
31/01/2022,09:45:01,ENS2022010800001177,20220310945001029,,ITRC-C,TC Recharge- Commission,S-Success,1000002770,100100029602,BTN,,18.24,456.00,,77362586,200100000002,901200022622,BTN,TashiCell,Recharge Mobile,77362586,PT220131094502282013776,F-Fail,,
31/01/2022,09:45:03,,20220310945001029,,ITRC,TC Recharge,Auto Reversal failed,1000002770,100100029602,BTN,Credit,,456.00,,77362586,200100000002,100100029602,BTN,TashiCell,Recharge Mobile,77362586,PT220131094502877011370,,,CRES 
31/01/2022,09:45:03,,20220310945001029,,ITRC-C,TC Recharge- Commission,Auto Reversal failed,1000002770,100100029602,BTN,,18.24,456.00,,77362586,901200022622,200100000002,BTN,,,,PT220131094503179019460,,,CRES 
31/01/2022,09:50:19,ENS2022010800001220,203109019003,,IIPC,BIPS Transfer Out,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,10.00,,100640334,100100030004,900500018317,BTN,Bank of Bhutan,Others,,PT220131095019386013079,F-Fail,,
31/01/2022,09:51:47,ENS2022010800001235,203109019004,,IIPC,BIPS Transfer Out,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,10.00,,77721010535001,100100030004,900500018317,BTN,T Bank Limited,Others,,PT220131095146620011575,F-Fail,,
31/01/2022,09:53:05,ENS2022010800001250,203109019005,,IIPC,BIPS Transfer Out,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,10.00,,110020001146,100100030004,900500018317,BTN,Druk PNB Bank Ltd.,Others,,PT220131095304697016259,F-Fail,,
31/01/2022,09:57:05,ENS2022010800001270,203109019006,,IIPC,BIPS Transfer Out,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,10.00,,5100063196007,100100030004,900500018317,BTN,Bhutan National Bank,Others,,PT220131095704962017094,F-Fail,,
31/01/2022,09:58:25,ENS2022010800001285,203109019007,,IIPC,BIPS Transfer Out,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,10.00,,101018000601,100100030004,900500018317,BTN,Bhutan Development Bank Limited,Others,,PT220131095825171012283,F-Fail,,
31/01/2022,09:59:57,ENS2022010800001301,203109019009,,IQRC,QR Transfer Out,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,10.00,SITHAR LHAMO,9400940000001911,100100030004,900600018321,BTN,SITHAR LHAMO ,Others,,PT220131095957363012977,F-Fail,,
31/01/2022,10:00:36,ENS2022010800001315,203110019010,,IQRC,QR Transfer Out,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,18.00,TASHI CHEZOM,9400940300005802,100100030004,900600018321,BTN,TASHI CHEZOM,Others,,PT220131100036261012865,F-Fail,,
31/01/2022,10:01:26,ENS2022010800001329,203110019011,,IQRC,QR Transfer Out,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,10.00,SONAM DORJI,9400940447565460,100100030004,900600018321,BTN,SONAM DORJI,Others,,PT220131100126012011913,F-Fail,,
31/01/2022,10:13:29,ENS2022010800001361,2022031101300004004,200002968245,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"8,616.00",,100000505,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,100000505,PT220131101329077015632,S-Success,,
31/01/2022,10:15:15,ENS2022010800001384,2022031101500004005,200002968246,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"8,351.00",,30121026,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30121026,PT220131101514624019552,S-Success,,
31/01/2022,10:24:56,ENS2022010800001521,2022031102400004006,200002968247,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"6,459.00",,30106448,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30106448,PT220131102456077014793,S-Success,,
31/01/2022,10:25:42,ENS2022010800001551,2022031102500004007,200002968248,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"5,711.00",,100000507,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,100000507,PT220131102541860015751,S-Success,,
31/01/2022,10:25:52,ENS2022010800001575,203110019018,,IQRC,QR Transfer Out,S-Success,Dhondu Pem15,100100029993,BTN,Debit,,16.67,Peeka Tashi14,100100030004,100100029993,100100030004,BTN,Peeka Tashi14,Others,,PT220131102551626019248,,,
31/01/2022,10:25:55,ENS2022010800001590,20220131102550604GUAUC,,IT,Internal Transfer,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,100.00,Dhondu Pem15,100100029993,100100030004,100100029993,BTN,Dhondu Pem15,Family & Friends,,PT220131102555394016539,,,
31/01/2022,10:26:28,ENS2022010800001627,203110019019,,IQRC,QR Transfer Out,S-Success,Dhondu Pem15,100100029993,BTN,Debit,,50.00,Peeka Tashi14,100100030004,100100029993,100100030004,BTN,Peeka Tashi14,Others,,PT220131102628093018457,,,
31/01/2022,10:26:32,ENS2022010800001643,2022031102600004008,200002968249,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"5,708.00",,30007305,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30007305,PT220131102632321018052,S-Success,,
31/01/2022,10:27:13,ENS2022010800001670,203110019021,,IQRC,QR Transfer Out,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,16.67,Peeka Tashi14,100100030004,100100030395,100100030004,BTN,Peeka Tashi14,Others,,PT220131102712803018690,,,
31/01/2022,10:29:29,ENS2022010800001705,2022031102900004009,200002968250,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"5,263.00",,100021016,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,100021016,PT220131102928742015280,S-Success,,
31/01/2022,10:36:07,ENS2022010800001774,2022031103600004010,200002968251,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"4,569.00",,70013591,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,70013591,PT220131103606646014414,S-Success,,
31/01/2022,10:36:38,ENS2022010800001798,203110019025,,IQRC,QR Transfer Out,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,10.00,Dhondu Pem15,100100029993,100100030004,100100029993,BTN,Dhondu Pem15,Others,,PT220131103638244018618,,,
31/01/2022,10:37:48,ENS2022010800001828,203110019026,,IIPC,BIPS Transfer Out,S-Success,Dhondu Pem11,100100030518,BTN,Debit,,100.00,,77721010535001,100100030518,900500018317,BTN,T Bank Limited,Others,,PT220131103747903016318,F-Fail,,
31/01/2022,10:38:21,ENS2022010800001862,2022031103800004011,200002968252,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"4,100.00",,70014207,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,70014207,PT220131103821479013053,S-Success,,
31/01/2022,10:39:12,ENS2022010800001884,2022031103900004012,200002968253,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,77.00,,130000504,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,130000504,PT220131103912176014900,S-Success,,
31/01/2022,10:40:53,ENS2022010800001920,2022031104000004013,200002968254,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,80.00,,30007476,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30007476,PT220131104052884013500,S-Success,,
31/01/2022,10:41:14,ENS2022010800001941,2022031104100004014,200002968255,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"5,544.00",,200002201,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,200002201,PT220131104113935018883,S-Success,,
31/01/2022,10:41:41,ENS2022010800001961,2022031104100004015,200002968256,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"4,015.00",,30133180,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30133180,PT220131104140662014354,S-Success,,
31/01/2022,10:42:01,ENS2022010800001983,2022031104200004016,200002968257,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,83.00,,30113842,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30113842,PT220131104200675016700,S-Success,,
31/01/2022,10:42:34,ENS2022010800002009,2022031104200004017,200002968258,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"3,905.00",,100010765,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,100010765,PT220131104234220017235,S-Success,,
31/01/2022,10:42:54,ENS2022010800002023,2022031104200004018,200002968259,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,83.00,,30092361,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30092361,PT220131104253930017114,S-Success,,
31/01/2022,10:43:39,ENS2022010800002049,2022031104300004019,200002968260,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,84.00,,30034367,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30034367,PT220131104339385019150,S-Success,,
31/01/2022,10:45:02,ENS2022010800002078,2022031104500004020,200002968261,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"3,551.00",,30107526,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30107526,PT220131104502109016161,S-Success,,
31/01/2022,10:45:13,ENS2022010800002092,2022031104500004021,200002968262,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"3,722.00",,70021401,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,70021401,PT220131104513533012308,S-Success,,
31/01/2022,10:45:49,ENS2022010800002118,2022031104500004022,200002968263,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"3,447.00",,30115062,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30115062,PT220131104549017011272,S-Success,,
31/01/2022,10:46:02,ENS2022010800002134,2022031104600004023,200002968264,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,84.00,,30007328,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30007328,PT220131104601878014893,S-Success,,
31/01/2022,10:46:24,ENS2022010800002156,2022031104600004024,200002968265,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"3,558.00",,30007301,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30007301,PT220131104624577013740,S-Success,,
31/01/2022,10:46:33,ENS2022010800002174,2022031104600004025,200002968266,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"3,373.00",,70013587,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,70013587,PT220131104632973011967,S-Success,,
31/01/2022,10:47:06,ENS2022010800002196,2022031104700004026,200002968267,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,87.00,,30092295,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30092295,PT220131104706555013013,S-Success,,
31/01/2022,10:47:28,ENS2022010800002214,2022031104700004027,200002968268,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"3,170.00",,30007446,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30007446,PT220131104728585018068,S-Success,,
31/01/2022,10:48:10,ENS2022010800002249,2022031104800004028,200002968269,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,88.00,,30034364,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30034364,PT220131104809935013055,S-Success,,
31/01/2022,10:48:12,ENS2022010800002255,2022031104800004029,200002968270,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"3,261.00",,30105808,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30105808,PT220131104811869012562,S-Success,,
31/01/2022,10:48:18,ENS2022010800002277,2022031104800004030,200002968271,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"3,048.00",,30007311,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30007311,PT220131104818103017103,S-Success,,
31/01/2022,10:48:52,ENS2022010800002309,2022031104800004031,200002968272,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,89.00,,70014949,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,70014949,PT220131104851717015125,S-Success,,
31/01/2022,10:48:59,ENS2022010800002321,2022031104800004032,200002968273,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"3,005.00",,30097959,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30097959,PT220131104859541016185,S-Success,,
31/01/2022,10:49:21,ENS2022010800002335,2022031104900004033,200002968274,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,89.00,,30007353,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30007353,PT220131104920821017646,S-Success,,
31/01/2022,10:49:26,ENS2022010800002353,2022031104900004034,200002968275,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"2,354.00",,30118726,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30118726,PT220131104926544018953,S-Success,,
31/01/2022,10:50:05,ENS2022010800002387,2022031105000004035,200002968276,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"2,483.00",,70013581,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,70013581,PT220131105005521012831,S-Success,,
31/01/2022,10:50:11,ENS2022010800002403,2022031105000004036,200002968277,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"2,353.00",,30007442,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30007442,PT220131105010830012364,S-Success,,
31/01/2022,10:50:21,ENS2022010800002415,2022031105000004037,200002968278,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,89.00,,30007458,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30007458,PT220131105021026017648,S-Success,,
31/01/2022,10:50:51,ENS2022010800002442,2022031105000004038,200002968279,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,89.00,,30007344,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30007344,PT220131105050925018502,S-Success,,
31/01/2022,10:51:13,ENS2022010800002460,2022031105100004039,200002968280,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"2,446.00",,130024937,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,130024937,PT220131105113062017342,S-Success,,
31/01/2022,10:51:24,ENS2022010800002480,2022031105100004040,200002968281,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"2,248.00",,30074773,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30074773,PT220131105124177012376,S-Success,,
31/01/2022,10:51:30,ENS2022010800002492,2022031105100004041,200002968282,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,90.00,,30105835,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30105835,PT220131105129667019698,S-Success,,
31/01/2022,10:51:59,ENS2022010800002516,2022031105100004042,200002968283,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,91.00,,70024467,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,70024467,PT220131105159089019879,S-Success,,
31/01/2022,10:52:05,ENS2022010800002536,2022031105200004043,200002968284,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"2,210.00",,30007468,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30007468,PT220131105205336012038,S-Success,,
31/01/2022,10:52:07,ENS2022010800002541,2022031105200004044,200002968285,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,975.00",,30007245,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30007245,PT220131105206960019989,S-Success,,
31/01/2022,10:52:42,ENS2022010800002572,2022031105200004045,200002968286,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,91.00,,30007166,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30007166,PT220131105241917012189,S-Success,,
31/01/2022,10:52:53,ENS2022010800002586,2022031105200004046,200002968287,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"2,142.00",,30091287,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30091287,PT220131105253503018879,S-Success,,
31/01/2022,10:53:06,ENS2022010800002600,2022031105300004047,200002968288,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,861.00",,30082838,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30082838,PT220131105306049012814,S-Success,,
31/01/2022,10:53:22,ENS2022010800002618,2022031105300004048,200002968289,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,91.00,,30092381,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30092381,PT220131105321875019255,S-Success,,
31/01/2022,10:53:51,ENS2022010800002640,2022031105300004049,200002968290,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,92.00,,130004866,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,130004866,PT220131105351207013038,S-Success,,
31/01/2022,10:54:22,ENS2022010800002664,2022031105400004050,200002968291,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,840.00",,30007489,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30007489,PT220131105422356015262,S-Success,,
31/01/2022,10:54:26,ENS2022010800002676,2022031105400004051,200002968292,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"2,102.00",,30007410,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30007410,PT220131105426201017915,S-Success,,
31/01/2022,10:55:11,ENS2022010800002704,2022031105500004052,200002968293,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,799.00",,30007295,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30007295,PT220131105511156015097,S-Success,,
31/01/2022,10:55:19,ENS2022010800002716,2022031105500004053,200002968294,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,92.00,,30106770,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30106770,PT220131105518797011754,S-Success,,
31/01/2022,10:55:49,ENS2022010800002736,2022031105500004054,200002968295,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,92.00,,40043204,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,40043204,PT220131105548908016058,S-Success,,
31/01/2022,10:56:03,ENS2022010800002754,2022031105600004055,,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,92.00,,40043204,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,40043204,PT220131105603014017220,F-Fail,,
